user_id,Contract,RelaxDuration,MovieDuration,ChildDuration,SportDuration,TVDuration,TotalDuration,Most_Watch,Taste,Type,Activeness,Clinginess,most_search_june,category_june,most_search_july,category_july,trending_type,previous
226675,AGD024197,0,0,0,0,1484987,1484987,TV,TV,High,29,High,TIEU NGAO,C-Drama,phi vụ động trời,Animation movie,Changed,C-Drama; Animation movie
227793,AGD024248,0,34392,0,0,20215,54607,Movie,Movie-TV,Low,16,Low,hoc vien alice,Anime,the powerpuff girls,Kids,Changed,Anime; Kids
228239,AGD024262,0,0,0,0,2380287,2380287,TV,TV,High,30,High,trò chơi khát vọng,Thai-Drama,bắt ma phá án,K-Drama,Changed,Thai-Drama; K-Drama
229665,AGD024320,0,0,0,0,2362142,2362142,TV,TV,High,30,High,câu lạc bộ báo thù,K-Drama,bằng chứng thép 4,C-Drama,Changed,K-Drama; C-Drama
229996,AGD024443,0,22849,0,0,21,22870,Movie,Movie-TV,Low,5,Low,ánh dương lòng tôi,Thai-Drama,teacher kim,K-Drama,Changed,Thai-Drama; K-Drama
230298,AGD024566,0,0,0,0,14550,14550,TV,TV,Low,1,Low,tìm em trong ky uc,Romantic movie,nỗi vương vấn của hạ tiên sinh,Romantic movie,Unchanged,Unchanged
231534,AGD024615,0,0,0,0,1278243,1278243,TV,TV,High,30,High,phu quân,C-Drama,cuộc chiến giày gót nhọn,K-Drama,Changed,C-Drama; K-Drama
231670,AGD024623,0,0,0,0,472541,472541,TV,TV,Medium,26,High,lấy danh nghĩa người nhà,C-Drama,PACIFIC RIM,Action movie,Changed,C-Drama; Action movie
232333,AGD024764,0,0,0,0,135650,135650,TV,TV,Medium,28,High,học viện anh hùng (phần 5),Anime,overlord ii,Anime,Unchanged,Unchanged
233197,AGD024973,0,0,0,0,139338,139338,TV,TV,Medium,30,High,kẻ truyền thừa,Thai-Drama,trái tim đẫm máu,K-Drama,Changed,Thai-Drama; K-Drama
233669,AGD025110,0,2176,0,0,134701,136877,TV,Movie-TV,Medium,21,High,haikyuu,Anime,dr. stone (season 2),Anime,Unchanged,Unchanged
234202,AGD025201,0,0,0,0,362059,362059,TV,TV,Medium,30,High,người tình ánh trăng,K-Drama,người tình ánh trăng,K-Drama,Unchanged,Unchanged
237892,AGD025233,0,0,0,0,903,903,TV,TV,Low,1,Low,Liên Minh Công Lý: Phiên bản của Zack Snyder,Action movie,Liên Minh Công Lý: Phiên bản của Zack Snyder,Action movie,Unchanged,Unchanged
238140,AGD025485,11,0,0,0,197440,197451,TV,Relax-TV,Medium,28,High,running,Gameshow,running man,Gameshow,Unchanged,Unchanged
239534,AGD025539,0,0,0,0,549138,549138,TV,TV,High,22,High,somebody somewhere s1,Comedy,bạn gái 99 điểm,Comedy,Unchanged,Unchanged
239677,AGD025569,0,0,0,0,1960062,1960062,TV,TV,High,29,High,thế giới khủng long,Action movie,mẹ tôi trần tiến,Music,Changed,Action movie; Music
243517,AGD025642,0,0,0,0,259498,259498,TV,TV,Medium,6,Low,thiên nga bóng đêm,K-Drama,tinh hà xán lạn,C-Drama,Changed,K-Drama; C-Drama
244077,AGD025754,0,0,0,0,1025570,1025570,TV,TV,High,14,High,linh hồn lạc lối,Thai-Drama,thế giới hôn nhân,K-Drama,Changed,Thai-Drama; K-Drama
244166,AGD025971,0,0,7239,0,415645,422884,TV,Child-TV,Medium,30,High,nghệ thuật săn quỷ và nấu mì,K-Drama,sát thủ anna,Action movie,Changed,K-Drama; Action movie
244315,AGD026023,0,0,0,0,547714,547714,TV,TV,High,30,High,harry potter,Action movie,TILL DEATH,Action movie,Unchanged,Unchanged
244513,AGD026427,0,0,0,0,14552,14552,TV,TV,Low,1,Low,trần hiểu,Music,hồ nhất thiên,C-Drama,Changed,Music; C-Drama
245574,AGD026436,0,0,0,0,430550,430550,TV,TV,Medium,17,Medium,thoi gian điều biết,C-Drama,here to heart,C-Drama,Unchanged,Unchanged
246052,AGD026510,0,0,0,0,676380,676380,TV,TV,High,30,High,thiên nga bóng đêm,K-Drama,lời thì thầm,K-Drama,Unchanged,Unchanged
24684,AGD026548,0,0,0,0,489127,489127,TV,TV,Medium,21,High,nhân vô thập toàn,Romantic movie,em bé khóc,Kids,Changed,Romantic movie; Kids
247522,AGD026609,3630,0,0,0,847767,851397,TV,Relax-TV,High,22,High,nàng vệ sĩ của tôi,Thai-Drama,sự khởi đầu,K-Drama,Changed,Thai-Drama; K-Drama
247539,AGD026670,0,0,0,0,154134,154134,TV,TV,Medium,3,Low,mộng hoa lục,C-Drama,BLIND WAR,C-Drama,Unchanged,Unchanged
248338,AGD026707,0,0,0,0,40841,40841,TV,TV,Low,20,Low,những người thừa kế,K-Drama,lễ trao giải kbs,Other,Changed,K-Drama; Other
248830,AGD026742,0,34117,0,261,1717172,1751550,TV,Movie-Sport-TV,High,30,High,hội pháp sư,Anime,lưỡi gươm diệt quỷ,Anime,Unchanged,Unchanged
249745,AGD026915,29,54,67,36,1757376,1757562,TV,Relax-Movie-Child-Sport-TV,High,29,High,hậu cung như ý truyện,C-Drama,lấy danh nghĩa người nhà,C-Drama,Unchanged,Unchanged
250871,AGD026926,0,0,0,0,206568,206568,TV,TV,Medium,11,Medium,bí mật không thể yêu đương,Romantic movie,tại sao lại là oh soo jae?,K-Drama,Changed,Romantic movie; K-Drama
252213,AGD027000,0,0,0,0,8124,8124,TV,TV,Low,25,Medium,bạn trai người máy của tôi,Romantic movie,cẩm tâm tựa ngọc,C-Drama,Changed,Romantic movie; C-Drama
253584,AGD027072,0,0,0,0,461288,461288,TV,TV,Medium,30,High,attack kn titan ss3,Anime,lưu ly mỹ nhân sát,Romantic movie,Changed,Anime; Romantic movie
254314,AGD027092,0,0,0,0,178651,178651,TV,TV,Medium,27,High,ngoài vòng pháp luật,Action movie,chàng hậu,K-Drama,Changed,Action movie; K-Drama
256214,AGD027193,0,0,0,0,173,173,TV,TV,Low,7,Low,hai tuần,K-Drama,Gia Đình Là Số 1,V-Drama,Changed,K-Drama; V-Drama
256252,AGD027211,0,0,0,0,914664,914664,TV,TV,High,12,High,we got married apink,K-Drama,tinh han xa,C-Drama,Changed,K-Drama; C-Drama
259043,AGD027283,0,0,0,0,10254,10254,TV,TV,Low,2,Low,"eat, love, kill",Romantic movie,hôn nhân ngàn dặm,Romantic movie,Unchanged,Unchanged
259296,AGD027552,0,0,0,0,1819309,1819309,TV,TV,High,27,High,bác sĩ luật sư,K-Drama,the mechanic,Action movie,Changed,K-Drama; Action movie
260217,AGD027573,0,0,0,0,7212,7212,TV,TV,Low,4,Low,yêu nhầm chị dâu,Romantic movie,kẻ trộm mặt trăng: minions,Animation movie,Changed,Romantic movie; Animation movie
260570,AGD027717,0,0,0,0,118099,118099,TV,TV,Medium,12,Medium,một mai em đi,Music,hai sắc hoa ti gôn,Music,Unchanged,Unchanged
260911,AGD027726,0,284,0,0,267455,267739,TV,Movie-TV,Medium,26,High,cẩm y chi hạ,C-Drama,mật danh k2,K-Drama,Changed,C-Drama; K-Drama
261136,AGD027853,0,0,0,0,968275,968275,TV,TV,High,30,High,cô bé masha và chú gấu xiếc,Animation movie,trò chơi con mực,K-Drama,Changed,Animation movie; K-Drama
261295,AGD027854,0,325234,0,0,598058,923292,TV,Movie-TV,High,26,High,hoàng hậu ki,K-Drama,nguy cơ tiên sinh,C-Drama,Changed,K-Drama; C-Drama
261341,AGD027883,0,0,0,0,48913,48913,TV,TV,Low,13,Low,true beauty,K-Drama,kuroko,Anime,Changed,K-Drama; Anime
261869,AGD027952,0,0,0,0,93249,93249,TV,TV,Medium,8,Low,cô bé người gỗ,K-Drama,hạ cánh nơi anh,Romantic movie,Changed,K-Drama; Romantic movie
26188,AGD027959,0,0,0,0,1628470,1628470,TV,TV,High,23,High,manh phi giá đáo,C-Drama,lưỡi gươm diệt quỷ,Anime,Changed,C-Drama; Anime
262016,AGD028021,0,319,0,0,108554,108873,TV,Movie-TV,Medium,30,High,minh lan truyện,C-Drama,hoa nở đêm trăng thu,C-Drama,Unchanged,Unchanged
263128,AGD028178,0,0,0,0,8031,8031,TV,TV,Low,23,Medium,thả thi thi,C-Drama,vân tịch truyện,C-Drama,Unchanged,Unchanged
263540,AGD028295,0,0,0,0,2180959,2180959,TV,TV,High,30,High,vô tình nhặt được tổng tài,C-Drama,why her?,K-Drama,Changed,C-Drama; K-Drama
264079,AGD028511,0,0,0,0,890723,890723,TV,TV,High,12,High,lấy danh nghĩa người nhà,C-Drama,paw patrol - pups save the parrot,Animation movie,Changed,C-Drama; Animation movie
264672,AGD028554,0,0,0,0,44187,44187,TV,TV,Low,30,Medium,trường ca hành,C-Drama,hậu trường giải trí,K-Drama,Changed,C-Drama; K-Drama
26533,AGD028562,0,0,0,0,250187,250187,TV,TV,Medium,30,High,street woman fighter,K-Drama,săn lùng thỏ ngọc,K-Drama,Unchanged,Unchanged
265717,AGD028609,0,0,0,0,88825,88825,TV,TV,Medium,11,Medium,cổ tay áo màu đỏ,K-Drama,cổ tay áo màu đỏ,K-Drama,Unchanged,Unchanged
265827,AGD028713,0,0,0,0,158290,158290,TV,TV,Medium,9,Low,phim Thái mới  nhat,Thai-Drama,phim lưới trời,V-Drama,Changed,Thai-Drama; V-Drama
266110,AGD028746,0,0,0,0,6828,6828,TV,TV,Low,28,Medium,siêu nhân,Kids,siêu nhân,Kids,Unchanged,Unchanged
266495,AGD028932,0,0,0,0,87752,87752,TV,TV,Medium,24,High,kẻ săn người,K-Drama,ở nhà một mình,Comedy,Changed,K-Drama; Comedy
268063,AGD028963,0,0,0,0,2500230,2500230,TV,TV,High,30,High,biển hát chiều nay,Music,"taxi, em tên gì?",V-Drama,Changed,Music; V-Drama
268087,AGD028974,0,0,3409,0,14724,18133,TV,Child-TV,Low,3,Low,Liên Minh Công Lý: Phiên bản của Zack Snyder,Action movie,người đẹp tóc mây,Animation movie,Changed,Action movie; Animation movie
268203,AGD029035,0,9345,0,0,822316,831661,TV,Movie-TV,High,30,High,fairy tail,Anime,penthouse,K-Drama,Changed,Anime; K-Drama
271118,AGD029054,0,0,0,0,322442,322442,TV,TV,Medium,30,High,trái tim toả nắng,K-Drama,em vợ,Other,Changed,K-Drama; Other
271407,AGD029141,0,0,0,0,53357,53357,TV,TV,Low,30,Medium,fairy tail,Anime,akame ga kill,Anime,Unchanged,Unchanged
271455,AGD029186,0,0,0,0,440032,440032,TV,TV,Medium,21,High,vườn sao băng,K-Drama,hội pháp sư,Anime,Changed,K-Drama; Anime
272195,AGD029496,0,0,0,0,690257,690257,TV,TV,High,10,Medium,công chúa ori,Animation movie,bộ tứ trả thù,Anime,Changed,Animation movie; Anime
272614,AGD029566,0,0,312,0,394730,395042,TV,Child-TV,Medium,30,High,cặp đôi trái ngược,K-Drama,chọc tức vợ yêu,Romantic movie,Changed,K-Drama; Romantic movie
273530,AGD029635,0,0,0,0,913542,913542,TV,TV,High,30,High,phim Yến Vân đài,C-Drama,Thanh lạc,C-Drama,Unchanged,Unchanged
273794,AGD029690,0,0,0,0,78888,78888,TV,TV,Medium,22,High,Doctor Lawyer,K-Drama,Tình Yêu Từ 0 Đến 1,Romantic movie,Changed,K-Drama; Romantic movie
273961,AGD029710,0,0,0,0,271572,271572,TV,TV,Medium,10,Low,long chau truyen ky,C-Drama,bac si luat su,K-Drama,Changed,C-Drama; K-Drama
275386,AGD029853,0,0,0,0,5004,5004,TV,TV,Low,5,Low,kimetsu no yaiba,Anime,con dao chìm trong nước,Romantic movie,Changed,Anime; Romantic movie
275783,AGD029870,5442,287811,13,1458,145426,440150,Movie,Relax-Movie-Child-Sport-TV,Medium,30,High,chỉ là quan hệ hôn nhân,C-Drama,kênh vtv3,TV,Changed,C-Drama; TV
276085,AGD029894,0,0,0,0,715052,715052,TV,TV,High,19,High,duy khánh,V-Drama,america's got talent,Gameshow,Changed,V-Drama; Gameshow
276381,AGD030327,0,0,0,0,624635,624635,TV,TV,High,30,High,tái sinh Báo Thù,K-Drama,ngàn lời nói dối,K-Drama,Unchanged,Unchanged
277535,AGD030414,0,1112,0,0,27830,28942,TV,Movie-TV,Low,4,Low,đao kiếm thần vực phần 1,Anime,horymiya,Anime,Unchanged,Unchanged
277857,AGD030426,0,0,0,0,4514957,4514957,TV,TV,High,30,High,chạng vạng,Romantic movie,"taxi, em tên gì?",V-Drama,Changed,Romantic movie; V-Drama
279740,AGD030454,0,0,0,0,49020,49020,TV,TV,Low,29,Medium,mộng hoa lục,C-Drama,phù dao hoàng hậu,C-Drama,Unchanged,Unchanged
280151,AGD030540,0,0,0,0,48537,48537,TV,TV,Low,30,Medium,tập làm người xấu,US-Drama,quý ngài ánh dương,K-Drama,Changed,US-Drama; K-Drama
280661,AGD030741,0,518,3114,0,317408,321040,TV,Movie-Child-TV,Medium,30,High,những chàng trai tham vọng,K-Drama,itaewon class,K-Drama,Unchanged,Unchanged
280976,AGD030767,0,0,0,0,3150,3150,TV,TV,Low,25,Medium,cuộc chiến thượng lưu 3,K-Drama,thanh thanh tử khâm,C-Drama,Changed,K-Drama; C-Drama
281418,AGD030790,0,0,0,0,68028,68028,TV,TV,Medium,29,High,Yêu Nhầm Chị Dâu,Thai-Drama,Hội Pháp Sư 2,Anime,Changed,Thai-Drama; Anime
283391,AGD030803,0,0,0,0,107,107,TV,TV,Low,2,Low,cô nàng trong trắng oh woo ri,K-Drama,những quý cô say xỉn,K-Drama,Unchanged,Unchanged
283526,AGD030836,0,22020,0,0,224005,246025,TV,Movie-TV,Medium,15,Medium,isekai wa smartphone to tomo ni,Anime,isekai wa smartphone to tomo ni,Anime,Unchanged,Unchanged
283848,AGD030864,0,0,0,0,2179634,2179634,TV,TV,High,30,High,phim hàn,K-Drama,tìm lại chính mình,K-Drama,Unchanged,Unchanged
284338,AGD030975,0,0,0,0,76437,76437,TV,TV,Medium,2,Low,oan gia,Thai-Drama,dưới bóng mộc miên,Thai-Drama,Unchanged,Unchanged
284527,AGD030985,0,0,0,0,355650,355650,TV,TV,Medium,20,Medium,phim thương ngày nắng về,V-Drama,em là thành trì doanh lũy của anh,Romantic movie,Changed,V-Drama; Romantic movie
288542,AGD030987,0,0,0,0,65604,65604,TV,TV,Medium,26,High,chuyến tàu băng giá,Action movie,cheo leo vách núi,Action movie,Unchanged,Unchanged
289559,AGD031000,0,9962,7735,0,60304,78001,TV,Movie-Child-TV,Medium,21,High,phim võ thuật,Action movie,NGA QUY,Horror movie,Changed,Action movie; Horror movie
289690,AGD031034,0,0,0,0,1850394,1850394,TV,TV,High,23,High,tôi và chúng ta ở bên nhau,Romantic movie,10 năm 3 tháng 30 ngày,C-Drama,Changed,Romantic movie; C-Drama
291385,AGD031179,0,0,0,0,512672,512672,TV,TV,High,29,High,the great exscape,Action movie,nikita (season 4),Action movie,Unchanged,Unchanged
291950,AGD031203,0,0,0,0,257129,257129,TV,TV,Medium,18,Medium,lấy danh nghĩa người nhà,C-Drama,gấu boonie: mùa hè sôi động,Animation movie,Changed,C-Drama; Animation movie
293364,AGD031206,0,0,0,0,14550,14550,TV,TV,Low,1,Low,nuraryhion,Anime,overlord ii,Anime,Unchanged,Unchanged
294826,AGD031216,0,0,0,0,665770,665770,TV,TV,High,30,High,hoang hau ki,K-Drama,the ghost bride,Horror movie,Changed,K-Drama; Horror movie
295866,AGD031273,0,0,0,0,83356,83356,TV,TV,Medium,30,High,chúng ta không biết yêu,Romantic movie,thẩm phán ác ma,K-Drama,Changed,Romantic movie; K-Drama
296299,AGD031417,0,271,782,0,133285,134338,TV,Movie-Child-TV,Medium,27,High,"taxi, em tên gì?",V-Drama,baby shark,Kids,Changed,V-Drama; Kids
296439,AGD031422,0,0,0,0,10591,10591,TV,TV,Low,2,Low,phim tại sao boos muốn cưới tôi,Romantic movie,phim hành phúc bất ngờ,Romantic movie,Unchanged,Unchanged
297847,AGD031426,0,0,0,0,30936,30936,TV,TV,Low,30,Medium,nàng vệ sĩ nàng vệ sĩ của tôi,Romantic movie,man cung phu nhân tập 1,C-Drama,Changed,Romantic movie; C-Drama
298089,AGD031541,0,0,199275,0,1949465,2148740,TV,Child-TV,High,30,High,nhím sonic 2,Animation movie,nhím sonic 2,Animation movie,Unchanged,Unchanged
298593,AGD031570,0,0,0,0,2075681,2075681,TV,TV,High,30,High,mắt xích hận thù,Thai-Drama,khúc biến tấu ánh trăng,C-Drama,Changed,Thai-Drama; C-Drama
298878,AGD031675,0,0,134042,0,3116,137158,Child,Child-TV,Medium,8,Low,đao kiếm thần vực (phần 3),Anime,sự trỗi dậy của khiên hiệp sĩ,Anime,Unchanged,Unchanged
299919,AGD031759,0,0,0,0,16670,16670,TV,TV,Low,6,Low,vua bếp soma (phần 2),Anime,dr. stone,Anime,Unchanged,Unchanged
300264,AGD031770,0,0,0,0,315326,315326,TV,TV,Medium,29,High,gintama,Anime,tại sao lại là oh soo jae?,K-Drama,Changed,Anime; K-Drama
301234,AGD031795,0,0,0,0,43955,43955,TV,TV,Low,30,Medium,SENKO,Anime,foreman cuoocj chores but true it's hon,Anime,Unchanged,Unchanged
301512,AGD031846,0,0,0,0,95976,95976,TV,TV,Medium,30,High,nhất sinh nhất thế,C-Drama,oan gia phòng cấp cứu,K-Drama,Changed,C-Drama; K-Drama
301690,AGD031900,0,0,0,0,36571,36571,TV,TV,Low,3,Low,the killer's shopping list,K-Drama,đời sống ngục tù,K-Drama,Unchanged,Unchanged
301699,AGD031921,0,30324,0,0,1851555,1881879,TV,Movie-TV,High,30,High,gửi thời,Romantic movie,giọng hát việt nhí 2019,Gameshow,Changed,Romantic movie; Gameshow
303470,AGD031932,0,0,0,0,94039,94039,TV,TV,Medium,28,High,SPY X FAMILY,Anime,KURO,Anime,Unchanged,Unchanged
303959,AGD031980,0,0,1985,0,79258,81243,TV,Child-TV,Medium,26,High,thiên nga bóng đêm,K-Drama,bí mật kinh hoang,K-Drama,Unchanged,Unchanged
304143,AGD032075,0,0,0,0,839308,839308,TV,TV,High,29,High,Liên Minh Công Lý: Phiên bản của Zack Snyder,Action movie,vô tình nhặt được tổng tài,C-Drama,Changed,Action movie; C-Drama
304378,AGD032224,0,0,0,0,95698,95698,TV,TV,Medium,24,High,tokyo,Anime,overlord iv,Anime,Unchanged,Unchanged
304867,AGD032227,23,18,0,0,1355597,1355638,TV,Relax-Movie-TV,High,30,High,nhất dạ tân nương 2,C-Drama,đại đường minh nguyệt,C-Drama,Unchanged,Unchanged
305381,AGD032241,0,9963,0,0,2331180,2341143,TV,Movie-TV,High,30,High,chàng hậu,K-Drama,cuộc đời tổng thống lincoln,US-Drama,Changed,K-Drama; US-Drama
305529,AGD032248,0,0,0,0,128292,128292,TV,TV,Medium,26,High,năm tháng vội vã,Music,lâng lâng s1,US-Drama,Changed,Music; US-Drama
306458,AGD032320,0,0,0,0,309378,309378,TV,TV,Medium,30,High,shooting stars,K-Drama,hoàng kim giáp,C-Drama,Changed,K-Drama; C-Drama
30833,AGD032384,0,0,0,0,86427,86427,TV,TV,Medium,2,Low,trường ca,C-Drama,hẹn hò trốn công sở,Romantic movie,Changed,C-Drama; Romantic movie
308361,AGD032396,0,0,0,0,1721,1721,TV,TV,Low,15,Low,On sports News,TV,tinh hán,C-Drama,Changed,TV; C-Drama
315969,AGD032427,0,0,0,0,172800,172800,TV,TV,Medium,2,Low,watch little mermaid on youtube,Animation movie,watch princess belle on youtube,Animation movie,Unchanged,Unchanged
316161,AGD032428,0,0,3124,0,161310,164434,TV,Child-TV,Medium,24,High,pucca (phần 3),Animation movie,kẻ trộm mặt trăng: minions,Animation movie,Unchanged,Unchanged
318156,AGD032465,0,0,0,0,244192,244192,TV,TV,Medium,27,High,love in sadness,Romantic movie,nhất kiến khuynh tâm,C-Drama,Changed,Romantic movie; C-Drama
318543,AGD032489,0,0,0,0,46161,46161,TV,TV,Low,29,Medium,gia đinh đức hanh,K-Drama,ngôi truong xac song,K-Drama,Unchanged,Unchanged
321786,AGD032507,5320,0,0,0,1096654,1101974,TV,Relax-TV,High,30,High,công chúa aura,Romantic movie,thế giới hôn nhân,K-Drama,Changed,Romantic movie; K-Drama
322151,AGD032567,0,3480,0,0,137422,140902,TV,Movie-TV,Medium,29,High,trên đỉnh danh vọng,K-Drama,nữ hoàng insoo,K-Drama,Unchanged,Unchanged
323192,AGD032590,0,0,0,0,29104,29104,TV,TV,Low,1,Low,thanh thanh tử khâm,C-Drama,tư đằng,C-Drama,Unchanged,Unchanged
327052,AGD032697,0,0,0,0,116413,116413,TV,TV,Medium,8,Low,TINH TA TINH CA,Music,home alone,Comedy,Changed,Music; Comedy
329662,AGD032714,44,1696,236,0,253985,255961,TV,Relax-Movie-Child-TV,Medium,30,High,vtv,TV,wimbledon,Sport,Changed,TV; Sport
329682,AGD032733,0,0,0,0,400432,400432,TV,TV,Medium,27,High,thiên nga bóng đêm,K-Drama,bác sĩ tù nhân,K-Drama,Unchanged,Unchanged
330232,AGD032849,0,8605,14,0,246120,254739,TV,Movie-Child-TV,Medium,30,High,boruto: naruto the movie,Anime,boruto: naruto the movie,Anime,Unchanged,Unchanged
331376,AGD032890,0,0,0,0,167346,167346,TV,TV,Medium,29,High,thiên nga bóng đêm,K-Drama,hoa sơn trà,V-Drama,Changed,K-Drama; V-Drama
333786,AGDN00005,0,6843,0,0,66574,73417,TV,Movie-TV,Medium,13,Medium,10 năm 3 tháng 30 ngày,Romantic movie,trạm kế tiếp là hạnh phúc,Romantic movie,Unchanged,Unchanged
333908,AGFD00683,0,0,0,0,84985,84985,TV,TV,Medium,27,High,tôi thấy hoa vàng trên cỏ xanh,V-Drama,vô ảnh,Action movie,Changed,V-Drama; Action movie
333959,AGFD00840,0,0,0,0,128240,128240,TV,TV,Medium,9,Low,JONG RO YANG NHAC THANH KO HO,K-Drama,chim trắng mồ côi karaoke,Music,Changed,K-Drama; Music
335793,AGFD00914,5171,1088,0,0,157160,163419,TV,Relax-Movie-TV,Medium,25,High,cuộc sống thượng lưu,K-Drama,trời đẹp em sẽ đến,Romantic movie,Changed,K-Drama; Romantic movie
335988,AGFD00958,0,0,0,0,884895,884895,TV,TV,High,30,High,sự trỗi dậy của khiên hiệp sĩ,Anime,dr. stone (season 2),Anime,Unchanged,Unchanged
336606,AGFD00972,0,0,0,0,1208588,1208588,TV,TV,High,30,High,thiên nga bóng đêm,K-Drama,cô luât,K-Drama,Unchanged,Unchanged
336988,AGFD01073,0,0,0,0,1066865,1066865,TV,TV,High,18,High,độc cô thiên hạ,C-Drama,ngoi truong xac song,K-Drama,Changed,C-Drama; K-Drama
337324,AGFD01103,0,4478,108031,57,179465,292031,TV,Movie-Child-Sport-TV,Medium,15,Medium,ca cổ,Music,nhớ nhau hoài,Music,Unchanged,Unchanged
339633,AGFD01109,0,717,1500,0,265,2482,Child,Movie-Child-TV,Low,5,Low,cô nàng mạnh mẽ,K-Drama,nhạn quy tấy song nguyêth,C-Drama,Changed,K-Drama; C-Drama
339814,AGFD01164,0,5200,0,0,37969,43169,TV,Movie-TV,Low,24,Medium,hoa gian nương tử,C-Drama,minion,Animation movie,Changed,C-Drama; Animation movie
339913,AGFD01299,0,64364,0,0,310571,374935,TV,Movie-TV,Medium,30,High,bắt ma phá án,Comedy,hàng xóm của tôi không chịu lớn,Romantic movie,Changed,Comedy; Romantic movie
340533,AGFD01437,0,0,0,0,867359,867359,TV,TV,High,28,High,bolero,Music,bolero,Music,Unchanged,Unchanged
342692,AGFD01630,0,0,0,0,271015,271015,TV,TV,Medium,20,Medium,trai tài gái sắc,Romantic movie,sấm chớp tốc độ,Anime,Changed,Romantic movie; Anime
342989,AGFD01676,0,0,0,0,179253,179253,TV,TV,Medium,4,Low,viet nam - af,Sport,bác sĩ đương,C-Drama,Changed,Sport; C-Drama
346555,AGFD01741,0,0,0,0,29177,29177,TV,TV,Low,8,Low,conan,Anime,dr. stone,Anime,Unchanged,Unchanged
348397,AGFD01820,0,0,0,0,441243,441243,TV,TV,Medium,29,High,thiếu nhi,Kids,vietnam news,TV,Changed,Kids; TV
351040,AGFD01843,0,0,0,0,8389,8389,TV,TV,Low,19,Low,bí mật nơi góc tối,C-Drama,tiệm cà phê mỹ nam,Romantic movie,Changed,C-Drama; Romantic movie
351231,AGFD01875,0,0,0,0,1582613,1582613,TV,Sport-TV,High,28,High,my sassy pricess,C-Drama,nua la duong mat nua la dau thuong,Romantic movie,Changed,C-Drama; Romantic movie
352588,AGFD02042,0,0,0,0,400166,400166,TV,TV,Medium,29,High,cậu bé karate,C-Drama,corgi: những chú chó hoàng gia,Animation movie,Changed,C-Drama; Animation movie
352849,AGFD02043,0,35107,0,0,352186,387293,TV,Movie-TV,Medium,26,High,buruto,Anime,sword art online: alicization phần 1,Anime,Unchanged,Unchanged
353654,AGFD02083,0,0,0,0,2475473,2475473,TV,TV,High,30,High,liên khúc,Music,dance,Music,Unchanged,Unchanged
354249,AGFD02086,0,0,0,0,19334,19334,TV,TV,Low,27,Medium,em là thành trì doanh lũy của anh,Romantic movie,con tim sắt đá,Thai-Drama,Changed,Romantic movie; Thai-Drama
355221,AGFD02235,0,0,0,0,371858,371858,TV,TV,Medium,30,High,hạ cánh nơi anh,Romantic movie,thẩm phán ác ma,K-Drama,Changed,Romantic movie; K-Drama
356333,AGFD02358,0,50440,0,0,1505039,1555479,TV,Movie-TV,High,30,High,thủ lĩnh thẻ bài,Anime,khát vọng THAN TUONG,Anime,Unchanged,Unchanged
356951,AGFD02441,0,0,0,0,286027,286027,TV,TV,Medium,30,High,đường hầm,Action movie,avatar,Action movie,Unchanged,Unchanged
357735,AGFD02475,0,0,0,0,666292,666292,TV,TV,High,30,High,nhân sinh nếu như lần đầu gặp gỡ,C-Drama,nhất kiến khuynh tâm,C-Drama,Unchanged,Unchanged
357840,AGFD02486,0,51649,899,0,435263,487811,TV,Movie-Child-TV,Medium,24,High,định mệnh anh yêu em,Romantic movie,cô nàng làm váy cưới,Romantic movie,Unchanged,Unchanged
359183,AGFD02509,0,0,0,0,1554845,1554845,TV,TV,High,29,High,mong hoa luc,C-Drama,lang nha bảng,C-Drama,Unchanged,Unchanged
360572,AGFD02570,0,0,2695,0,939825,942520,TV,Child-TV,High,30,High,mộng hoa lục,C-Drama,street man,Gameshow,Changed,C-Drama; Gameshow
360627,AGFD02610,0,0,7441,0,1844357,1851798,TV,Child-TV,High,30,High,boruto,Anime,harry porter,Action movie,Changed,Anime; Action movie
361656,AGFD02673,0,13062,0,0,1442573,1455635,TV,Movie-TV,High,30,High,hạnh phúc trong tầm tay,Romantic movie,cuồng nộ bá vương,K-Drama,Changed,Romantic movie; K-Drama
363036,AGFD02682,0,4792,0,0,68605,73397,TV,Movie-TV,Medium,25,High,tình yêu hệ nhị phân,Romantic movie,tinh hà xán lạn,C-Drama,Changed,Romantic movie; C-Drama
363263,AGFD02779,0,0,0,0,101864,101864,TV,TV,Medium,7,Low,sensei,Anime,saiki,Anime,Unchanged,Unchanged
36336,AGFD02802,0,0,0,24,836017,836041,TV,Sport-TV,High,30,High,46 ngày san bằng đám cưới,Romantic movie,cuộc chiến nội cung,K-Drama,Changed,Romantic movie; K-Drama
363685,AGFD02813,0,98056,0,0,386668,484724,TV,Movie-TV,Medium,30,High,lang quân 100 ngày,K-Drama,tâm nương,C-Drama,Changed,K-Drama; C-Drama
363959,AGFD02873,0,13,0,0,135872,135885,TV,Movie-TV,Medium,30,High,nhật ký thường ngày của tiên vương (phần 2),Anime,thanh thanh tử khâm,C-Drama,Changed,Anime; C-Drama
364228,AGFD02878,0,0,0,0,1204665,1204665,TV,TV,High,30,High,giữa thanh xuân,C-Drama,hẹn hò chốn công sở,Romantic movie,Changed,C-Drama; Romantic movie
364711,AGFD02897,0,45884,0,0,167189,213073,TV,Movie-TV,Medium,30,High,siêu nhân,Kids,battlebots,Gameshow,Changed,Kids; Gameshow
